player_id,season,entry,position,proj_games,proj_tpg,proj_targets,proj_receptions,proj_rec_yards,proj_rec_tds,proj_carries,proj_rush_yards,proj_rush_tds,proj_fumbles_lost,proj_catch_rate,proj_ypr,proj_td_per_target,p_rec_100,p_rec_150,p_rec_200,proj_bonus_points,proj_points_base,proj_points,entry_act,name,position_act,games,points,targets,receptions,rec_yards,rec_tds,carries,rush_yards,rush_tds,attempts,completions,pass_yards,pass_tds,interceptions,sacks,fumbles_lost,rec_bonus,rush_bonus,pass_bonus,total_bonus,g100,g150,g200,r100,r150,r200,p300,p350,p400,season_len,pts_1,ppg_w,gshare_w,gshare_1,age,evidence,present_1,gshare_max3,inj_missed_share_1,unexp_missed_share_1,inj_out_wks_1,missed_wks_1,games_1,tgt_1,rec_1,recyds_1,rectd_1,carries_1,rushyds_1,rushtd_1,att_1,passyds_1,passtd_1,ints_1,average_pick,n_train_seasons
00-0011754,2014,veteran,WR,0.6779032873266511,1.8985853187657435,1.2870572288614153,0.748735403109756,9.991343782985336,0.05874713724118839,0.09237688386498101,0.5159108628968639,0.00014010867609674197,0.017196068028472237,0.5817421217330939,13.344291910717518,0.04564454161308629,0.01261464869760023,0.0005733088027874183,0.0003539006492869979,0.009614304530745785,1.7440245055898642,1.75363881012061,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,4.7124999999999995,1.0,0.0,37.54688569472964,0.3,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0015754,2014,veteran,WR,1.9946716150507382,2.9183682135025713,5.821186237739911,3.6800999005832833,44.75132382783599,0.26295278972567204,0.11887603033156262,0.6639045702791833,0.00018030011981931887,0.04850662410618429,0.6321907168550048,12.160355706849984,0.045171684771206366,0.02817092691750544,0.001993338960849166,0.0008557981737581922,0.06556990590940319,7.863358080963739,7.928927986873142,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,18.0,5.403846153846154,0.6346153846153847,0.375,38.19028062970568,0.4875,1.0,0.875,0.0625,0.5625,1.0,10.0,6.0,21.0,13.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0020337,2014,veteran,WR,9.058137049593894,6.902760350870461,62.52614927868747,36.08572045837885,485.7323572978065,2.547950825918245,0.7963255829619349,5.093798402815273,0.00014956774825537105,0.26474433147549553,0.5771300627764543,13.460514328875561,0.04075016381644878,0.14191659137345072,0.027537488155817795,0.0055703085992098635,1.760570684247729,81.8845894982996,83.64516018254733,veteran,Steve Smith,WR,16.0,184.0,134.0,79.0,1065.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,130.5,10.492233009708736,0.966626213592233,0.9375,35.30732375085558,0.9656250000000001,1.0,1.0,0.0625,0.0,1.0,1.0,15.0,110.0,64.0,745.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0020494,2014,veteran,WR,8.792570686011159,3.743739196543141,32.91709151559619,18.822285967694306,231.64385898741125,1.5428845138897669,0.8856455719846001,5.2796537987685,0.0,0.342584425728092,0.5718089023380534,12.306892977027019,0.04687183596274734,0.038296088777846966,0.0032286859525745624,0.0012048377643835856,0.40049098418542944,41.67563249434754,42.07612347853297,veteran,Santana Moss,WR,5.0,16.6,15.0,10.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,76.7,6.204870129870129,0.9707792207792207,1.0,35.252566735112936,0.9625000000000001,1.0,1.0,0.0,0.0,0.0,0.0,16.0,78.0,42.0,452.0,2.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,,2
00-0020498,2014,veteran,WR,3.6481469742301873,7.833324271598602,28.577118239596324,16.73472107539708,213.24642152921706,1.0882952130283732,0.30145291533351415,1.5086076319721802,0.00025148205099005883,0.09878614884807556,0.5855986224744497,12.742753259432929,0.03808274871888364,0.16450058047988167,0.03561214460657442,0.006714762445257174,0.8439926819199521,36.17657132659749,37.02056400851744,veteran,Reggie Wayne,WR,15.0,120.9,116.0,64.0,779.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,84.8,12.44027149321267,0.8040158371040724,0.4375,35.78918548939083,0.690625,1.0,1.0,0.0,0.5625,0.0,9.0,7.0,58.0,38.0,503.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,2
00-0021192,2014,veteran,WR,0.0,2.572336779594588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.580163074334158,12.645842386607068,0.04314846843477042,4.396936773661672e-05,1.0183631421243518e-07,7.812257651784247e-07,0.0,0.0,0.0,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,5.3968750000000005,0.6992187500000001,0.0,35.123887748117724,0.3,0.0,0.875,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0021931,2014,veteran,WR,2.1723618686164796,2.3650173822509126,5.137673579817047,3.090144315810763,39.2753873493241,0.2213002713117876,0.2565979362059282,1.4330604924825698,0.00038918391297454967,0.053382399430141884,0.601467623001616,12.709887738372307,0.04307402326631816,0.01863224374924378,0.0010475014692479623,0.0005424094687169105,0.04624592351533024,6.839288874574336,6.885534798089666,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,5.3936170212765955,0.9800531914893617,0.0,33.07597535934291,0.440625,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0021999,2014,veteran,WR,9.075233553881809,4.454714559644196,40.42757504464883,25.934106872946053,304.4229587496821,1.6056775726037802,1.69875727708336,8.37482102247933,0.0,0.234314417428741,0.6414954853043753,11.738324371110313,0.03971738524584879,0.06051506311833469,0.006691840880086119,0.0020220961925634627,0.6769853500969369,53.41226801445436,54.0892533645513,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,71.8,8.450273224043714,0.6403688524590163,0.5625,33.034907597535934,0.571875,1.0,1.0,0.4375,0.0,7.0,7.0,9.0,54.0,39.0,461.0,1.0,2.0,-8.0,0.0,0.0,0.0,0.0,0.0,,2
00-0022044,2014,veteran,WR,9.341407672041425,9.20995074179394,86.03390451851752,53.440839216098546,699.5163624057275,3.0857109573518624,0.6218125962531527,3.508883984896097,0.0008630538565699607,0.20712957540375554,0.621160221835523,13.089546733671144,0.035866220121251256,0.24545907856575647,0.07349475149420617,0.011484325255364605,3.537309500977874,115.12812916355472,118.66543866453259,veteran,Andre Johnson,WR,15.0,149.1,147.0,85.0,936.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,236.2,14.848122866894196,0.9596843003412968,1.0,33.14168377823409,0.9156250000000001,1.0,1.0,0.0,0.0,0.0,0.0,16.0,181.0,109.0,1407.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0022084,2014,veteran,WR,9.18781589981486,7.488403843766535,68.80207589999287,42.14130817645881,569.4578178912401,3.0497742026156742,0.7513346776444721,4.066417213030335,0.0003357445835862726,0.2017382069438937,0.6125005332355556,13.513055064801087,0.04432677593985199,0.18145210216327956,0.04236060212093254,0.007623693029835542,2.3910408059189243,96.32026086796424,98.71130167388316,veteran,Anquan Boldin,WR,16.0,179.1,131.0,83.0,1062.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,209.0,11.75974025974026,0.9646915584415585,1.0,33.91101984941821,0.9625,1.0,1.0,0.0,0.0,0.0,0.0,16.0,129.0,85.0,1179.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,,2
00-0022097,2014,veteran,WR,2.1434052889406177,6.038115189027907,12.942128031395093,7.25422552213979,92.3963364048211,0.5289846257742794,0.2531776043119879,1.4139584584566598,0.00038399627128951657,0.052670836718275625,0.5605125760263262,12.736898807850519,0.040873079333712765,0.09625612375023251,0.014281882140902213,0.003472927772040191,0.2671214608238249,16.07901230623453,16.346133767058358,veteran,Brandon Lloyd,WR,12.0,42.4,35.0,14.0,294.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,10.357446808510637,0.9800531914893617,0.0,33.158110882956876,0.440625,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0022414,2014,veteran,WR,3.10393852751156,5.0798358454943795,15.767498194264265,9.609033856799469,139.16882736081956,0.7245821087272043,0.2439955093224637,1.3626778528435688,0.00037006972258002435,0.0762211791109877,0.6094203239100381,14.483123843126227,0.04595415834522088,0.10336262790211771,0.016081163600996068,0.0037811000274425165,0.41917626205585456,23.054938162242777,23.474114424298634,veteran,Malcom Floyd,WR,16.0,148.6,92.0,52.0,856.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,18.9,10.419718309859153,0.727112676056338,0.125,32.98015058179329,0.44375000000000003,1.0,0.875,0.125,0.75,2.0,14.0,2.0,11.0,6.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0022427,2014,veteran,WR,9.841496063383083,8.642643556442756,85.05654253795456,55.24945241181878,642.9655128922112,4.368028848801156,0.7680798210198855,4.688678081831774,0.00044803921715332593,0.32182221217597806,0.6495614653883323,11.637500189136176,0.051354413410961565,0.19784553917778452,0.049465837430082975,0.008545638299227241,2.845526592848115,117.95736220707158,120.8028887999197,veteran,Wes Welker,WR,14.0,82.9,64.0,49.0,464.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,172.3,14.550174216027877,0.9065766550522648,0.8125,33.33607118412046,0.896875,1.0,1.0,0.1875,0.0,3.0,3.0,13.0,111.0,73.0,778.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0022781,2014,veteran,WR,2.084210737513833,2.7315550111449767,5.6931362843380775,3.3648593171158745,41.83605108475138,0.24448299825803468,0.23518864730745423,1.313492866389403,0.00035671229238901287,0.060029987645290106,0.5910379005632913,12.433224435846656,0.042943464910652485,0.02276355433602191,0.0014296004020437675,0.0006761388319093094,0.05473185876058788,7.346362341683977,7.4010942004445655,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,5.4511627906976745,0.9200581395348837,0.0,32.205338809034906,0.40312499999999996,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0022811,2014,veteran,WR,8.531423844054824,3.515277533819912,29.990322570501437,17.915412069226534,230.3047225289817,1.7614647473732343,0.5864219864813837,2.6731330063228853,0.0005552189423058273,0.1924358148497653,0.5973731035106699,12.855117238669504,0.058734438191932484,0.040115337885782455,0.003474261245885215,0.0012691793636644703,0.4083573571726102,42.44273975633744,42.85109711351005,veteran,Jerricho Cotchery,WR,15.0,90.0,78.0,48.0,580.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,143.7,7.0662921348314605,0.8518258426966292,0.9375,32.21081451060917,0.834375,1.0,0.9375,0.0,0.0625,0.0,1.0,15.0,76.0,46.0,602.0,10.0,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,,2
00-0022921,2014,veteran,WR,10.520287315166904,7.533855109287515,79.25832034054281,44.44276359147965,551.2605857409621,3.8359570565130743,0.8193622433620523,4.328715115547106,0.0005353693186771706,0.29904725165864465,0.560733099068035,12.403832282082638,0.048398162363666404,0.13633110264299086,0.025698114549856432,0.00529851909930239,1.951253579120736,100.20117193306396,102.15242551218469,veteran,Larry Fitzgerald,WR,14.0,123.39999999999999,104.0,63.0,784.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.0,0.0,3.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,197.2,11.6321875,1.0,1.0,31.003422313483917,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,134.0,82.0,954.0,10.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,,2
00-0022929,2014,veteran,WR,2.130414250956215,1.5529780074998947,3.308486478599363,1.8854217132999418,25.123804128765563,0.1406790728977807,0.2761309745378836,1.6643675919917855,0.00031522211633548496,0.052571825961105816,0.5698743898443039,13.325296909195375,0.04252067336764112,0.008271401558826743,0.0002995717129589221,0.00022347130808957787,0.01953100244488025,4.362350146888191,4.381881149333071,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,4.066666666666666,0.9375,0.0,32.435318275154,0.421875,0.0,0.9375,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
